word,firstLetter,secondLetter,thirdLetter,fourthLetter,fifthLetter,top5FirstLetter,top5SecondLetter,top5ThirdLetter,top5FourthLetter,top5FifthLetter,numberOfTop5Letters
TIFTS,T,I,F,T,S,0,1,0,1,1,3
TIGES,T,I,G,E,S,0,1,0,1,1,3
TIGON,T,I,G,O,N,0,1,0,0,0,1
TIKAS,T,I,K,A,S,0,1,0,1,1,3
TIKES,T,I,K,E,S,0,1,0,1,1,3
TIKIA,T,I,K,I,A,0,1,0,1,1,3
TIKIS,T,I,K,I,S,0,1,0,1,1,3
TIKKA,T,I,K,K,A,0,1,0,0,1,2
TILAK,T,I,L,A,K,0,1,0,1,0,2
TILED,T,I,L,E,D,0,1,0,1,1,3
TILER,T,I,L,E,R,0,1,0,1,0,2
TILES,T,I,L,E,S,0,1,0,1,1,3
TILLS,T,I,L,L,S,0,1,0,0,1,2
TILLY,T,I,L,L,Y,0,1,0,0,1,2
TILTH,T,I,L,T,H,0,1,0,1,0,2
TILTS,T,I,L,T,S,0,1,0,1,1,3
TIMBO,T,I,M,B,O,0,1,0,0,0,1
TIMED,T,I,M,E,D,0,1,0,1,1,3
TIMES,T,I,M,E,S,0,1,0,1,1,3
TIMON,T,I,M,O,N,0,1,0,0,0,1
TIMPS,T,I,M,P,S,0,1,0,0,1,2
TINAS,T,I,N,A,S,0,1,1,1,1,4
TINCT,T,I,N,C,T,0,1,1,0,0,2
TINDS,T,I,N,D,S,0,1,1,0,1,3
TINEA,T,I,N,E,A,0,1,1,1,1,4
TINED,T,I,N,E,D,0,1,1,1,1,4
TINES,T,I,N,E,S,0,1,1,1,1,4
TINGE,T,I,N,G,E,0,1,1,0,1,3
TINGS,T,I,N,G,S,0,1,1,0,1,3
TINKS,T,I,N,K,S,0,1,1,0,1,3
TINNY,T,I,N,N,Y,0,1,1,1,1,4
TINTO,T,I,N,T,O,0,1,1,1,0,3
TINTS,T,I,N,T,S,0,1,1,1,1,4
TINTY,T,I,N,T,Y,0,1,1,1,1,4
TIPIS,T,I,P,I,S,0,1,0,1,1,3
TIPPY,T,I,P,P,Y,0,1,0,0,1,2
TIPUP,T,I,P,U,P,0,1,0,0,0,1
TIRED,T,I,R,E,D,0,1,1,1,1,4
TIRES,T,I,R,E,S,0,1,1,1,1,4
TIRLS,T,I,R,L,S,0,1,1,0,1,3
TIROS,T,I,R,O,S,0,1,1,0,1,3
TIRRS,T,I,R,R,S,0,1,1,0,1,3
TIRTH,T,I,R,T,H,0,1,1,1,0,3
TITAR,T,I,T,A,R,0,1,0,1,0,2
TITAS,T,I,T,A,S,0,1,0,1,1,3
TITCH,T,I,T,C,H,0,1,0,0,0,1
TITER,T,I,T,E,R,0,1,0,1,0,2
TITHI,T,I,T,H,I,0,1,0,0,0,1
TITIN,T,I,T,I,N,0,1,0,1,0,2
TITIR,T,I,T,I,R,0,1,0,1,0,2
TITIS,T,I,T,I,S,0,1,0,1,1,3
TITRE,T,I,T,R,E,0,1,0,0,1,2
TITTY,T,I,T,T,Y,0,1,0,1,1,3
TITUP,T,I,T,U,P,0,1,0,0,0,1
TIYIN,T,I,Y,I,N,0,1,0,1,0,2
TIYNS,T,I,Y,N,S,0,1,0,1,1,3
TIZES,T,I,Z,E,S,0,1,0,1,1,3
TIZZY,T,I,Z,Z,Y,0,1,0,0,1,2
TOADS,T,O,A,D,S,0,1,1,0,1,3
TOADY,T,O,A,D,Y,0,1,1,0,1,3
TOAZE,T,O,A,Z,E,0,1,1,0,1,3
TOCKS,T,O,C,K,S,0,1,0,0,1,2
TOCKY,T,O,C,K,Y,0,1,0,0,1,2
TOCOS,T,O,C,O,S,0,1,0,0,1,2
TODDE,T,O,D,D,E,0,1,0,0,1,2
TODEA,T,O,D,E,A,0,1,0,1,1,3
TODOS,T,O,D,O,S,0,1,0,0,1,2
TOEAS,T,O,E,A,S,0,1,0,1,1,3
TOFFS,T,O,F,F,S,0,1,0,0,1,2
TOFFY,T,O,F,F,Y,0,1,0,0,1,2
TOFTS,T,O,F,T,S,0,1,0,1,1,3
TOFUS,T,O,F,U,S,0,1,0,0,1,2
TOGAE,T,O,G,A,E,0,1,0,1,1,3
TOGAS,T,O,G,A,S,0,1,0,1,1,3
TOGED,T,O,G,E,D,0,1,0,1,1,3
TOGES,T,O,G,E,S,0,1,0,1,1,3
TOGUE,T,O,G,U,E,0,1,0,0,1,2
TOHOS,T,O,H,O,S,0,1,0,0,1,2
TOIDY,T,O,I,D,Y,0,1,1,0,1,3
TOILE,T,O,I,L,E,0,1,1,0,1,3
TOILS,T,O,I,L,S,0,1,1,0,1,3
TOING,T,O,I,N,G,0,1,1,1,0,3
TOISE,T,O,I,S,E,0,1,1,0,1,3
TOITS,T,O,I,T,S,0,1,1,1,1,4
TOITY,T,O,I,T,Y,0,1,1,1,1,4
TOKAY,T,O,K,A,Y,0,1,0,1,1,3
TOKED,T,O,K,E,D,0,1,0,1,1,3
TOKER,T,O,K,E,R,0,1,0,1,0,2
TOKES,T,O,K,E,S,0,1,0,1,1,3
TOKOS,T,O,K,O,S,0,1,0,0,1,2
TOLAN,T,O,L,A,N,0,1,0,1,0,2
TOLAR,T,O,L,A,R,0,1,0,1,0,2
TOLAS,T,O,L,A,S,0,1,0,1,1,3
TOLED,T,O,L,E,D,0,1,0,1,1,3
TOLES,T,O,L,E,S,0,1,0,1,1,3
TOLLS,T,O,L,L,S,0,1,0,0,1,2
TOLLY,T,O,L,L,Y,0,1,0,0,1,2
TOLTS,T,O,L,T,S,0,1,0,1,1,3
TOLUS,T,O,L,U,S,0,1,0,0,1,2
TOLYL,T,O,L,Y,L,0,1,0,0,0,1
TOMAN,T,O,M,A,N,0,1,0,1,0,2
TOMBO,T,O,M,B,O,0,1,0,0,0,1
TOMBS,T,O,M,B,S,0,1,0,0,1,2
TOMEN,T,O,M,E,N,0,1,0,1,0,2
TOMES,T,O,M,E,S,0,1,0,1,1,3
TOMIA,T,O,M,I,A,0,1,0,1,1,3
TOMIN,T,O,M,I,N,0,1,0,1,0,2
TOMME,T,O,M,M,E,0,1,0,0,1,2
TOMMY,T,O,M,M,Y,0,1,0,0,1,2
TOMOS,T,O,M,O,S,0,1,0,0,1,2
TOMOZ,T,O,M,O,Z,0,1,0,0,0,1
TONDI,T,O,N,D,I,0,1,1,0,0,2
TONDO,T,O,N,D,O,0,1,1,0,0,2
TONED,T,O,N,E,D,0,1,1,1,1,4
TONER,T,O,N,E,R,0,1,1,1,0,3
TONES,T,O,N,E,S,0,1,1,1,1,4
TONEY,T,O,N,E,Y,0,1,1,1,1,4
TONGS,T,O,N,G,S,0,1,1,0,1,3
TONKA,T,O,N,K,A,0,1,1,0,1,3
TONKS,T,O,N,K,S,0,1,1,0,1,3
TONNE,T,O,N,N,E,0,1,1,1,1,4
TONUS,T,O,N,U,S,0,1,1,0,1,3
TOOLS,T,O,O,L,S,0,1,1,0,1,3
TOOMS,T,O,O,M,S,0,1,1,0,1,3
TOONS,T,O,O,N,S,0,1,1,1,1,4
TOOTS,T,O,O,T,S,0,1,1,1,1,4
TOPED,T,O,P,E,D,0,1,0,1,1,3
TOPEE,T,O,P,E,E,0,1,0,1,1,3
TOPEK,T,O,P,E,K,0,1,0,1,0,2
TOPER,T,O,P,E,R,0,1,0,1,0,2
TOPES,T,O,P,E,S,0,1,0,1,1,3
TOPHE,T,O,P,H,E,0,1,0,0,1,2
TOPHI,T,O,P,H,I,0,1,0,0,0,1
TOPHS,T,O,P,H,S,0,1,0,0,1,2
TOPIS,T,O,P,I,S,0,1,0,1,1,3
TOPOI,T,O,P,O,I,0,1,0,0,0,1
TOPOS,T,O,P,O,S,0,1,0,0,1,2
TOPPY,T,O,P,P,Y,0,1,0,0,1,2
TOQUE,T,O,Q,U,E,0,1,0,0,1,2
TORAH,T,O,R,A,H,0,1,1,1,0,3
TORAN,T,O,R,A,N,0,1,1,1,0,3
TORAS,T,O,R,A,S,0,1,1,1,1,4
TORCS,T,O,R,C,S,0,1,1,0,1,3
TORES,T,O,R,E,S,0,1,1,1,1,4
TORIC,T,O,R,I,C,0,1,1,1,0,3
TORII,T,O,R,I,I,0,1,1,1,0,3
TOROS,T,O,R,O,S,0,1,1,0,1,3
TOROT,T,O,R,O,T,0,1,1,0,0,2
TORRS,T,O,R,R,S,0,1,1,0,1,3
TORSE,T,O,R,S,E,0,1,1,0,1,3
TORSI,T,O,R,S,I,0,1,1,0,0,2
TORSK,T,O,R,S,K,0,1,1,0,0,2
TORTA,T,O,R,T,A,0,1,1,1,1,4
TORTE,T,O,R,T,E,0,1,1,1,1,4
TORTS,T,O,R,T,S,0,1,1,1,1,4
TOSAS,T,O,S,A,S,0,1,0,1,1,3
TOSED,T,O,S,E,D,0,1,0,1,1,3
TOSES,T,O,S,E,S,0,1,0,1,1,3
TOSHY,T,O,S,H,Y,0,1,0,0,1,2
TOSSY,T,O,S,S,Y,0,1,0,0,1,2
TOSYL,T,O,S,Y,L,0,1,0,0,0,1
TOTED,T,O,T,E,D,0,1,0,1,1,3
TOTER,T,O,T,E,R,0,1,0,1,0,2
TOTES,T,O,T,E,S,0,1,0,1,1,3
TOTTY,T,O,T,T,Y,0,1,0,1,1,3
TOUKS,T,O,U,K,S,0,1,0,0,1,2
TOUNS,T,O,U,N,S,0,1,0,1,1,3
TOURS,T,O,U,R,S,0,1,0,0,1,2
TOUSE,T,O,U,S,E,0,1,0,0,1,2
TOUSY,T,O,U,S,Y,0,1,0,0,1,2
TOUTS,T,O,U,T,S,0,1,0,1,1,3
TOUZE,T,O,U,Z,E,0,1,0,0,1,2
TOUZY,T,O,U,Z,Y,0,1,0,0,1,2
TOWAI,T,O,W,A,I,0,1,0,1,0,2
TOWED,T,O,W,E,D,0,1,0,1,1,3
TOWIE,T,O,W,I,E,0,1,0,1,1,3
TOWNO,T,O,W,N,O,0,1,0,1,0,2
TOWNS,T,O,W,N,S,0,1,0,1,1,3
TOWNY,T,O,W,N,Y,0,1,0,1,1,3
TOWSE,T,O,W,S,E,0,1,0,0,1,2
TOWSY,T,O,W,S,Y,0,1,0,0,1,2
TOWTS,T,O,W,T,S,0,1,0,1,1,3
TOWZE,T,O,W,Z,E,0,1,0,0,1,2
TOWZY,T,O,W,Z,Y,0,1,0,0,1,2
TOYED,T,O,Y,E,D,0,1,0,1,1,3
TOYER,T,O,Y,E,R,0,1,0,1,0,2
TOYON,T,O,Y,O,N,0,1,0,0,0,1
TOYOS,T,O,Y,O,S,0,1,0,0,1,2
TOZED,T,O,Z,E,D,0,1,0,1,1,3
TOZES,T,O,Z,E,S,0,1,0,1,1,3
TOZIE,T,O,Z,I,E,0,1,0,1,1,3
TRABS,T,R,A,B,S,0,0,1,0,1,2
TRADS,T,R,A,D,S,0,0,1,0,1,2
TRADY,T,R,A,D,Y,0,0,1,0,1,2
TRAGA,T,R,A,G,A,0,0,1,0,1,2
TRAGI,T,R,A,G,I,0,0,1,0,0,1
TRAGS,T,R,A,G,S,0,0,1,0,1,2
TRAGU,T,R,A,G,U,0,0,1,0,0,1
TRAIK,T,R,A,I,K,0,0,1,1,0,2
TRAMS,T,R,A,M,S,0,0,1,0,1,2
TRANK,T,R,A,N,K,0,0,1,1,0,2
TRANQ,T,R,A,N,Q,0,0,1,1,0,2
TRANS,T,R,A,N,S,0,0,1,1,1,3
TRANT,T,R,A,N,T,0,0,1,1,0,2
TRAPE,T,R,A,P,E,0,0,1,0,1,2
TRAPO,T,R,A,P,O,0,0,1,0,0,1
TRAPS,T,R,A,P,S,0,0,1,0,1,2
TRAPT,T,R,A,P,T,0,0,1,0,0,1
TRASS,T,R,A,S,S,0,0,1,0,1,2
TRATS,T,R,A,T,S,0,0,1,1,1,3
TRATT,T,R,A,T,T,0,0,1,1,0,2
TRAVE,T,R,A,V,E,0,0,1,0,1,2
TRAYF,T,R,A,Y,F,0,0,1,0,0,1
TRAYS,T,R,A,Y,S,0,0,1,0,1,2
TRECK,T,R,E,C,K,0,0,0,0,0,0
TREED,T,R,E,E,D,0,0,0,1,1,2
TREEN,T,R,E,E,N,0,0,0,1,0,1
TREES,T,R,E,E,S,0,0,0,1,1,2
TREFA,T,R,E,F,A,0,0,0,0,1,1
TREIF,T,R,E,I,F,0,0,0,1,0,1
TREKS,T,R,E,K,S,0,0,0,0,1,1
TREMA,T,R,E,M,A,0,0,0,0,1,1
TREMS,T,R,E,M,S,0,0,0,0,1,1
TRESS,T,R,E,S,S,0,0,0,0,1,1
TREST,T,R,E,S,T,0,0,0,0,0,0
TRETS,T,R,E,T,S,0,0,0,1,1,2
TREWS,T,R,E,W,S,0,0,0,0,1,1
TREYF,T,R,E,Y,F,0,0,0,0,0,0
TREYS,T,R,E,Y,S,0,0,0,0,1,1
TRIAC,T,R,I,A,C,0,0,1,1,0,2
TRIDE,T,R,I,D,E,0,0,1,0,1,2
TRIER,T,R,I,E,R,0,0,1,1,0,2
TRIES,T,R,I,E,S,0,0,1,1,1,3
TRIFA,T,R,I,F,A,0,0,1,0,1,2
TRIFF,T,R,I,F,F,0,0,1,0,0,1
TRIGO,T,R,I,G,O,0,0,1,0,0,1
TRIGS,T,R,I,G,S,0,0,1,0,1,2
TRIKE,T,R,I,K,E,0,0,1,0,1,2
TRILD,T,R,I,L,D,0,0,1,0,1,2
TRILL,T,R,I,L,L,0,0,1,0,0,1
TRIMS,T,R,I,M,S,0,0,1,0,1,2
TRINE,T,R,I,N,E,0,0,1,1,1,3
TRINS,T,R,I,N,S,0,0,1,1,1,3
TRIOL,T,R,I,O,L,0,0,1,0,0,1
TRIOR,T,R,I,O,R,0,0,1,0,0,1
TRIOS,T,R,I,O,S,0,0,1,0,1,2
TRIPS,T,R,I,P,S,0,0,1,0,1,2
TRIPY,T,R,I,P,Y,0,0,1,0,1,2
TRIST,T,R,I,S,T,0,0,1,0,0,1
TROAD,T,R,O,A,D,0,0,1,1,1,3
TROAK,T,R,O,A,K,0,0,1,1,0,2
TROAT,T,R,O,A,T,0,0,1,1,0,2
TROCK,T,R,O,C,K,0,0,1,0,0,1
TRODE,T,R,O,D,E,0,0,1,0,1,2
TRODS,T,R,O,D,S,0,0,1,0,1,2
TROGS,T,R,O,G,S,0,0,1,0,1,2
TROIS,T,R,O,I,S,0,0,1,1,1,3
TROKE,T,R,O,K,E,0,0,1,0,1,2
TROMP,T,R,O,M,P,0,0,1,0,0,1
TRONA,T,R,O,N,A,0,0,1,1,1,3
TRONC,T,R,O,N,C,0,0,1,1,0,2
TRONE,T,R,O,N,E,0,0,1,1,1,3
TRONK,T,R,O,N,K,0,0,1,1,0,2
TRONS,T,R,O,N,S,0,0,1,1,1,3
TROOZ,T,R,O,O,Z,0,0,1,0,0,1
TROPO,T,R,O,P,O,0,0,1,0,0,1
TROTH,T,R,O,T,H,0,0,1,1,0,2
TROTS,T,R,O,T,S,0,0,1,1,1,3
TROWS,T,R,O,W,S,0,0,1,0,1,2
TROYS,T,R,O,Y,S,0,0,1,0,1,2
TRUED,T,R,U,E,D,0,0,0,1,1,2
TRUES,T,R,U,E,S,0,0,0,1,1,2
TRUGO,T,R,U,G,O,0,0,0,0,0,0
TRUGS,T,R,U,G,S,0,0,0,0,1,1
TRULL,T,R,U,L,L,0,0,0,0,0,0
TRYER,T,R,Y,E,R,0,0,0,1,0,1
TRYKE,T,R,Y,K,E,0,0,0,0,1,1
TRYMA,T,R,Y,M,A,0,0,0,0,1,1
TRYPS,T,R,Y,P,S,0,0,0,0,1,1
TSADE,T,S,A,D,E,0,0,1,0,1,2
TSADI,T,S,A,D,I,0,0,1,0,0,1
TSARS,T,S,A,R,S,0,0,1,0,1,2
TSKED,T,S,K,E,D,0,0,0,1,1,2
TSUBA,T,S,U,B,A,0,0,0,0,1,1
TSUBO,T,S,U,B,O,0,0,0,0,0,0
TUANS,T,U,A,N,S,0,1,1,1,1,4
TUART,T,U,A,R,T,0,1,1,0,0,2
TUATH,T,U,A,T,H,0,1,1,1,0,3
TUBAE,T,U,B,A,E,0,1,0,1,1,3
TUBAR,T,U,B,A,R,0,1,0,1,0,2
TUBAS,T,U,B,A,S,0,1,0,1,1,3
TUBBY,T,U,B,B,Y,0,1,0,0,1,2
TUBED,T,U,B,E,D,0,1,0,1,1,3
TUBES,T,U,B,E,S,0,1,0,1,1,3
TUCKS,T,U,C,K,S,0,1,0,0,1,2
TUFAS,T,U,F,A,S,0,1,0,1,1,3
TUFFE,T,U,F,F,E,0,1,0,0,1,2
TUFFS,T,U,F,F,S,0,1,0,0,1,2
TUFTS,T,U,F,T,S,0,1,0,1,1,3
TUFTY,T,U,F,T,Y,0,1,0,1,1,3
TUGRA,T,U,G,R,A,0,1,0,0,1,2
TUILE,T,U,I,L,E,0,1,1,0,1,3
TUINA,T,U,I,N,A,0,1,1,1,1,4
TUISM,T,U,I,S,M,0,1,1,0,0,2
TUKTU,T,U,K,T,U,0,1,0,1,0,2
TULES,T,U,L,E,S,0,1,0,1,1,3
TULPA,T,U,L,P,A,0,1,0,0,1,2
TULPS,T,U,L,P,S,0,1,0,0,1,2
TULSI,T,U,L,S,I,0,1,0,0,0,1
TUMID,T,U,M,I,D,0,1,0,1,1,3
TUMMY,T,U,M,M,Y,0,1,0,0,1,2
TUMPS,T,U,M,P,S,0,1,0,0,1,2
TUMPY,T,U,M,P,Y,0,1,0,0,1,2
TUNAS,T,U,N,A,S,0,1,1,1,1,4
TUNDS,T,U,N,D,S,0,1,1,0,1,3
TUNED,T,U,N,E,D,0,1,1,1,1,4
TUNER,T,U,N,E,R,0,1,1,1,0,3
TUNES,T,U,N,E,S,0,1,1,1,1,4
TUNGS,T,U,N,G,S,0,1,1,0,1,3
TUNNY,T,U,N,N,Y,0,1,1,1,1,4
TUPEK,T,U,P,E,K,0,1,0,1,0,2
TUPIK,T,U,P,I,K,0,1,0,1,0,2
TUPLE,T,U,P,L,E,0,1,0,0,1,2
TUQUE,T,U,Q,U,E,0,1,0,0,1,2
TURDS,T,U,R,D,S,0,1,1,0,1,3
TURFS,T,U,R,F,S,0,1,1,0,1,3
TURFY,T,U,R,F,Y,0,1,1,0,1,3
TURKS,T,U,R,K,S,0,1,1,0,1,3
TURME,T,U,R,M,E,0,1,1,0,1,3
TURMS,T,U,R,M,S,0,1,1,0,1,3
TURNS,T,U,R,N,S,0,1,1,1,1,4
TURNT,T,U,R,N,T,0,1,1,1,0,3
TURON,T,U,R,O,N,0,1,1,0,0,2
TURPS,T,U,R,P,S,0,1,1,0,1,3
TURRS,T,U,R,R,S,0,1,1,0,1,3
TUSHY,T,U,S,H,Y,0,1,0,0,1,2
TUSKS,T,U,S,K,S,0,1,0,0,1,2
TUSKY,T,U,S,K,Y,0,1,0,0,1,2
TUTEE,T,U,T,E,E,0,1,0,1,1,3
TUTES,T,U,T,E,S,0,1,0,1,1,3
TUTTI,T,U,T,T,I,0,1,0,1,0,2
TUTTY,T,U,T,T,Y,0,1,0,1,1,3
TUTUS,T,U,T,U,S,0,1,0,0,1,2
TUXES,T,U,X,E,S,0,1,0,1,1,3
TUYER,T,U,Y,E,R,0,1,0,1,0,2
TWAES,T,W,A,E,S,0,0,1,1,1,3
TWAIN,T,W,A,I,N,0,0,1,1,0,2
TWALS,T,W,A,L,S,0,0,1,0,1,2
TWANK,T,W,A,N,K,0,0,1,1,0,2
TWATS,T,W,A,T,S,0,0,1,1,1,3
TWAYS,T,W,A,Y,S,0,0,1,0,1,2
TWEEL,T,W,E,E,L,0,0,0,1,0,1
TWEEN,T,W,E,E,N,0,0,0,1,0,1
TWEEP,T,W,E,E,P,0,0,0,1,0,1
TWEER,T,W,E,E,R,0,0,0,1,0,1
TWERK,T,W,E,R,K,0,0,0,0,0,0
TWERP,T,W,E,R,P,0,0,0,0,0,0
TWIER,T,W,I,E,R,0,0,1,1,0,2
TWIGS,T,W,I,G,S,0,0,1,0,1,2
TWILL,T,W,I,L,L,0,0,1,0,0,1
TWILT,T,W,I,L,T,0,0,1,0,0,1
TWINK,T,W,I,N,K,0,0,1,1,0,2
TWINS,T,W,I,N,S,0,0,1,1,1,3
TWINY,T,W,I,N,Y,0,0,1,1,1,3
TWIRE,T,W,I,R,E,0,0,1,0,1,2
TWIRK,T,W,I,R,K,0,0,1,0,0,1
TWIRP,T,W,I,R,P,0,0,1,0,0,1
TWITE,T,W,I,T,E,0,0,1,1,1,3
TWITS,T,W,I,T,S,0,0,1,1,1,3
TWOCS,T,W,O,C,S,0,0,1,0,1,2
TWOER,T,W,O,E,R,0,0,1,1,0,2
TWONK,T,W,O,N,K,0,0,1,1,0,2
TWYER,T,W,Y,E,R,0,0,0,1,0,1
TYEES,T,Y,E,E,S,0,0,0,1,1,2
TYERS,T,Y,E,R,S,0,0,0,0,1,1
TYIYN,T,Y,I,Y,N,0,0,1,0,0,1
TYKES,T,Y,K,E,S,0,0,0,1,1,2
TYLER,T,Y,L,E,R,0,0,0,1,0,1
TYMPS,T,Y,M,P,S,0,0,0,0,1,1
TYNDE,T,Y,N,D,E,0,0,1,0,1,2
TYNED,T,Y,N,E,D,0,0,1,1,1,3
TYNES,T,Y,N,E,S,0,0,1,1,1,3
TYPAL,T,Y,P,A,L,0,0,0,1,0,1
TYPED,T,Y,P,E,D,0,0,0,1,1,2
TYPES,T,Y,P,E,S,0,0,0,1,1,2
TYPEY,T,Y,P,E,Y,0,0,0,1,1,2
TYPIC,T,Y,P,I,C,0,0,0,1,0,1
TYPOS,T,Y,P,O,S,0,0,0,0,1,1
TYPPS,T,Y,P,P,S,0,0,0,0,1,1
TYPTO,T,Y,P,T,O,0,0,0,1,0,1
TYRAN,T,Y,R,A,N,0,0,1,1,0,2
TYRED,T,Y,R,E,D,0,0,1,1,1,3
TYRES,T,Y,R,E,S,0,0,1,1,1,3
TYROS,T,Y,R,O,S,0,0,1,0,1,2
TYTHE,T,Y,T,H,E,0,0,0,0,1,1
TZARS,T,Z,A,R,S,0,0,1,0,1,2
UBACS,U,B,A,C,S,0,0,1,0,1,2
UBITY,U,B,I,T,Y,0,0,1,1,1,3
UDALS,U,D,A,L,S,0,0,1,0,1,2
UDONS,U,D,O,N,S,0,0,1,1,1,3
UDYOG,U,D,Y,O,G,0,0,0,0,0,0
UGALI,U,G,A,L,I,0,0,1,0,0,1
UGGED,U,G,G,E,D,0,0,0,1,1,2
UHLAN,U,H,L,A,N,0,0,0,1,0,1
UHURU,U,H,U,R,U,0,0,0,0,0,0
UKASE,U,K,A,S,E,0,0,1,0,1,2
ULAMA,U,L,A,M,A,0,0,1,0,1,2
ULANS,U,L,A,N,S,0,0,1,1,1,3
ULEMA,U,L,E,M,A,0,0,0,0,1,1
ULMIN,U,L,M,I,N,0,0,0,1,0,1
ULMOS,U,L,M,O,S,0,0,0,0,1,1
ULNAD,U,L,N,A,D,0,0,1,1,1,3
ULNAE,U,L,N,A,E,0,0,1,1,1,3
ULNAR,U,L,N,A,R,0,0,1,1,0,2
ULNAS,U,L,N,A,S,0,0,1,1,1,3
ULPAN,U,L,P,A,N,0,0,0,1,0,1
ULVAS,U,L,V,A,S,0,0,0,1,1,2
ULYIE,U,L,Y,I,E,0,0,0,1,1,2
ULZIE,U,L,Z,I,E,0,0,0,1,1,2
UMAMI,U,M,A,M,I,0,0,1,0,0,1
UMBEL,U,M,B,E,L,0,0,0,1,0,1
UMBER,U,M,B,E,R,0,0,0,1,0,1
UMBLE,U,M,B,L,E,0,0,0,0,1,1
UMBOS,U,M,B,O,S,0,0,0,0,1,1
UMBRE,U,M,B,R,E,0,0,0,0,1,1
UMIAC,U,M,I,A,C,0,0,1,1,0,2
UMIAK,U,M,I,A,K,0,0,1,1,0,2
UMIAQ,U,M,I,A,Q,0,0,1,1,0,2
UMMAH,U,M,M,A,H,0,0,0,1,0,1
UMMAS,U,M,M,A,S,0,0,0,1,1,2
UMMED,U,M,M,E,D,0,0,0,1,1,2
UMPED,U,M,P,E,D,0,0,0,1,1,2
UMPHS,U,M,P,H,S,0,0,0,0,1,1
UMPIE,U,M,P,I,E,0,0,0,1,1,2
UMPTY,U,M,P,T,Y,0,0,0,1,1,2
UMRAH,U,M,R,A,H,0,0,1,1,0,2
UMRAS,U,M,R,A,S,0,0,1,1,1,3
UNAGI,U,N,A,G,I,0,0,1,0,0,1
UNAIS,U,N,A,I,S,0,0,1,1,1,3
UNAPT,U,N,A,P,T,0,0,1,0,0,1
UNARM,U,N,A,R,M,0,0,1,0,0,1
UNARY,U,N,A,R,Y,0,0,1,0,1,2
UNAUS,U,N,A,U,S,0,0,1,0,1,2
UNBAG,U,N,B,A,G,0,0,0,1,0,1
UNBAN,U,N,B,A,N,0,0,0,1,0,1
UNBAR,U,N,B,A,R,0,0,0,1,0,1
UNBED,U,N,B,E,D,0,0,0,1,1,2
UNBID,U,N,B,I,D,0,0,0,1,1,2
UNBOX,U,N,B,O,X,0,0,0,0,0,0
UNCAP,U,N,C,A,P,0,0,0,1,0,1
UNCES,U,N,C,E,S,0,0,0,1,1,2
UNCIA,U,N,C,I,A,0,0,0,1,1,2
UNCOS,U,N,C,O,S,0,0,0,0,1,1
UNCOY,U,N,C,O,Y,0,0,0,0,1,1
UNCUS,U,N,C,U,S,0,0,0,0,1,1
UNDAM,U,N,D,A,M,0,0,0,1,0,1
UNDEE,U,N,D,E,E,0,0,0,1,1,2
UNDOS,U,N,D,O,S,0,0,0,0,1,1
UNDUG,U,N,D,U,G,0,0,0,0,0,0
UNETH,U,N,E,T,H,0,0,0,1,0,1
UNFIX,U,N,F,I,X,0,0,0,1,0,1
UNGAG,U,N,G,A,G,0,0,0,1,0,1
UNGET,U,N,G,E,T,0,0,0,1,0,1
UNGOD,U,N,G,O,D,0,0,0,0,1,1
UNGOT,U,N,G,O,T,0,0,0,0,0,0
UNGUM,U,N,G,U,M,0,0,0,0,0,0
UNHAT,U,N,H,A,T,0,0,0,1,0,1
UNHIP,U,N,H,I,P,0,0,0,1,0,1
UNICA,U,N,I,C,A,0,0,1,0,1,2
UNIOS,U,N,I,O,S,0,0,1,0,1,2
UNITS,U,N,I,T,S,0,0,1,1,1,3
UNJAM,U,N,J,A,M,0,0,0,1,0,1
UNKED,U,N,K,E,D,0,0,0,1,1,2
UNKET,U,N,K,E,T,0,0,0,1,0,1
UNKEY,U,N,K,E,Y,0,0,0,1,1,2
UNKID,U,N,K,I,D,0,0,0,1,1,2
UNKUT,U,N,K,U,T,0,0,0,0,0,0
UNLAP,U,N,L,A,P,0,0,0,1,0,1
UNLAW,U,N,L,A,W,0,0,0,1,0,1
UNLAY,U,N,L,A,Y,0,0,0,1,1,2
UNLED,U,N,L,E,D,0,0,0,1,1,2
UNLEG,U,N,L,E,G,0,0,0,1,0,1
UNLET,U,N,L,E,T,0,0,0,1,0,1
UNLID,U,N,L,I,D,0,0,0,1,1,2
UNMAD,U,N,M,A,D,0,0,0,1,1,2
UNMAN,U,N,M,A,N,0,0,0,1,0,1
UNMEW,U,N,M,E,W,0,0,0,1,0,1
UNMIX,U,N,M,I,X,0,0,0,1,0,1
UNODE,U,N,O,D,E,0,0,1,0,1,2
UNOLD,U,N,O,L,D,0,0,1,0,1,2
UNOWN,U,N,O,W,N,0,0,1,0,0,1
UNPAY,U,N,P,A,Y,0,0,0,1,1,2
UNPEG,U,N,P,E,G,0,0,0,1,0,1
UNPEN,U,N,P,E,N,0,0,0,1,0,1
UNPIN,U,N,P,I,N,0,0,0,1,0,1
UNPLY,U,N,P,L,Y,0,0,0,0,1,1
UNPOT,U,N,P,O,T,0,0,0,0,0,0
UNPUT,U,N,P,U,T,0,0,0,0,0,0
UNRED,U,N,R,E,D,0,0,1,1,1,3
UNRID,U,N,R,I,D,0,0,1,1,1,3
UNRIG,U,N,R,I,G,0,0,1,1,0,2
UNRIP,U,N,R,I,P,0,0,1,1,0,2
