,word,firstLetter,secondLetter,thirdLetter,fourthLetter,fifthLetter,top5FirstLetter
12699,FINER,F,I,N,E,R,
12700,SURER,S,U,R,E,R,Top5
12701,RADIO,R,A,D,I,O,
12702,ROUGE,R,O,U,G,E,
12703,PERCH,P,E,R,C,H,Top5
12704,RETCH,R,E,T,C,H,
12705,WROTE,W,R,O,T,E,
12706,CLOCK,C,L,O,C,K,Top5
12707,TILDE,T,I,L,D,E,
12708,STORE,S,T,O,R,E,Top5
12709,PROVE,P,R,O,V,E,Top5
12710,BRING,B,R,I,N,G,Top5
12711,SOLVE,S,O,L,V,E,Top5
12712,CHEAT,C,H,E,A,T,Top5
12713,GRIME,G,R,I,M,E,
12714,EXULT,E,X,U,L,T,
12715,USHER,U,S,H,E,R,
12716,EPOCH,E,P,O,C,H,
12717,TRIAD,T,R,I,A,D,
12718,BREAK,B,R,E,A,K,Top5
12719,RHINO,R,H,I,N,O,
12720,VIRAL,V,I,R,A,L,
12721,CONIC,C,O,N,I,C,Top5
12722,MASSE,M,A,S,S,E,Top5
12723,SONIC,S,O,N,I,C,Top5
12724,VITAL,V,I,T,A,L,
12725,TRACE,T,R,A,C,E,
12726,USING,U,S,I,N,G,
12727,PEACH,P,E,A,C,H,Top5
12728,CHAMP,C,H,A,M,P,Top5
12729,BATON,B,A,T,O,N,Top5
12730,BRAKE,B,R,A,K,E,Top5
12731,PLUCK,P,L,U,C,K,Top5
12732,CRAZE,C,R,A,Z,E,Top5
12733,GRIPE,G,R,I,P,E,
12734,WEARY,W,E,A,R,Y,
12735,PICKY,P,I,C,K,Y,Top5
12736,ACUTE,A,C,U,T,E,
12737,FERRY,F,E,R,R,Y,
12738,ASIDE,A,S,I,D,E,
12739,TAPIR,T,A,P,I,R,
12740,TROLL,T,R,O,L,L,
12741,UNIFY,U,N,I,F,Y,
12742,REBUS,R,E,B,U,S,
12743,BOOST,B,O,O,S,T,Top5
12744,TRUSS,T,R,U,S,S,
12745,SIEGE,S,I,E,G,E,Top5
12746,TIGER,T,I,G,E,R,
12747,BANAL,B,A,N,A,L,Top5
12748,SLUMP,S,L,U,M,P,Top5
12749,CRANK,C,R,A,N,K,Top5
12750,GORGE,G,O,R,G,E,
12751,QUERY,Q,U,E,R,Y,
12752,DRINK,D,R,I,N,K,
12753,FAVOR,F,A,V,O,R,
12754,ABBEY,A,B,B,E,Y,
12755,TANGY,T,A,N,G,Y,
12756,PANIC,P,A,N,I,C,Top5
12757,SOLAR,S,O,L,A,R,Top5
12758,SHIRE,S,H,I,R,E,Top5
12759,PROXY,P,R,O,X,Y,Top5
12760,POINT,P,O,I,N,T,Top5
12761,ROBOT,R,O,B,O,T,
12762,PRICK,P,R,I,C,K,Top5
12763,WINCE,W,I,N,C,E,
12764,CRIMP,C,R,I,M,P,Top5
12765,KNOLL,K,N,O,L,L,
12766,SUGAR,S,U,G,A,R,Top5
12767,WHACK,W,H,A,C,K,
12768,MOUNT,M,O,U,N,T,Top5
12769,PERKY,P,E,R,K,Y,Top5
12770,COULD,C,O,U,L,D,Top5
12771,WRUNG,W,R,U,N,G,
12772,LIGHT,L,I,G,H,T,
12773,THOSE,T,H,O,S,E,
12774,MOIST,M,O,I,S,T,Top5
12775,SHARD,S,H,A,R,D,Top5
12776,PLEAT,P,L,E,A,T,Top5
12777,ALOFT,A,L,O,F,T,
12778,SKILL,S,K,I,L,L,Top5
12779,ELDER,E,L,D,E,R,
12780,FRAME,F,R,A,M,E,
12781,HUMOR,H,U,M,O,R,
12782,PAUSE,P,A,U,S,E,Top5
12783,ULCER,U,L,C,E,R,
12784,ULTRA,U,L,T,R,A,
12785,ROBIN,R,O,B,I,N,
12786,CYNIC,C,Y,N,I,C,Top5
12787,AROMA,A,R,O,M,A,
12788,CAULK,C,A,U,L,K,Top5
12789,SHAKE,S,H,A,K,E,Top5
12790,DODGE,D,O,D,G,E,
12791,SWILL,S,W,I,L,L,Top5
12792,TACIT,T,A,C,I,T,
12793,OTHER,O,T,H,E,R,
12794,THORN,T,H,O,R,N,
12795,TROVE,T,R,O,V,E,
12796,BLOKE,B,L,O,K,E,Top5
12797,VIVID,V,I,V,I,D,
12798,SPILL,S,P,I,L,L,Top5
12799,CHANT,C,H,A,N,T,Top5
12800,CHOKE,C,H,O,K,E,Top5
12801,RUPEE,R,U,P,E,E,
12802,NASTY,N,A,S,T,Y,
12803,MOURN,M,O,U,R,N,Top5
12804,AHEAD,A,H,E,A,D,
12805,BRINE,B,R,I,N,E,Top5
12806,CLOTH,C,L,O,T,H,Top5
12807,HOARD,H,O,A,R,D,
12808,SWEET,S,W,E,E,T,Top5
12809,MONTH,M,O,N,T,H,Top5
12810,LAPSE,L,A,P,S,E,
12811,WATCH,W,A,T,C,H,
12812,TODAY,T,O,D,A,Y,
12813,FOCUS,F,O,C,U,S,
12814,SMELT,S,M,E,L,T,Top5
12815,TEASE,T,E,A,S,E,
12816,CATER,C,A,T,E,R,Top5
12817,MOVIE,M,O,V,I,E,Top5
12818,SAUTE,S,A,U,T,E,Top5
12819,ALLOW,A,L,L,O,W,
12820,RENEW,R,E,N,E,W,
12821,THEIR,T,H,E,I,R,
12822,SLOSH,S,L,O,S,H,Top5
12823,PURGE,P,U,R,G,E,Top5
12824,CHEST,C,H,E,S,T,Top5
12825,DEPOT,D,E,P,O,T,
12826,EPOXY,E,P,O,X,Y,
12827,NYMPH,N,Y,M,P,H,
12828,FOUND,F,O,U,N,D,
12829,SHALL,S,H,A,L,L,Top5
12830,STOVE,S,T,O,V,E,Top5
12831,LOWLY,L,O,W,L,Y,
12832,SNOUT,S,N,O,U,T,Top5
12833,TROPE,T,R,O,P,E,
12834,FEWER,F,E,W,E,R,
12835,SHAWL,S,H,A,W,L,Top5
12836,NATAL,N,A,T,A,L,
12837,COMMA,C,O,M,M,A,Top5
12838,FORAY,F,O,R,A,Y,
12839,SCARE,S,C,A,R,E,Top5
12840,STAIR,S,T,A,I,R,Top5
12841,BLACK,B,L,A,C,K,Top5
12842,SQUAD,S,Q,U,A,D,Top5
12843,ROYAL,R,O,Y,A,L,
12844,CHUNK,C,H,U,N,K,Top5
12845,MINCE,M,I,N,C,E,Top5
12846,SHAME,S,H,A,M,E,Top5
12847,CHEEK,C,H,E,E,K,Top5
12848,AMPLE,A,M,P,L,E,
12849,FLAIR,F,L,A,I,R,
12850,FOYER,F,O,Y,E,R,
12851,CARGO,C,A,R,G,O,Top5
12852,OXIDE,O,X,I,D,E,
12853,PLANT,P,L,A,N,T,Top5
12854,OLIVE,O,L,I,V,E,
12855,INERT,I,N,E,R,T,
12856,ASKEW,A,S,K,E,W,
12857,HEIST,H,E,I,S,T,
12858,SHOWN,S,H,O,W,N,Top5
12859,ZESTY,Z,E,S,T,Y,
12860,TRASH,T,R,A,S,H,
12861,LARVA,L,A,R,V,A,
12862,FORGO,F,O,R,G,O,
12863,STORY,S,T,O,R,Y,Top5
12864,HAIRY,H,A,I,R,Y,
12865,TRAIN,T,R,A,I,N,
12866,HOMER,H,O,M,E,R,
12867,BADGE,B,A,D,G,E,Top5
12868,MIDST,M,I,D,S,T,Top5
12869,CANNY,C,A,N,N,Y,Top5
12870,SHINE,S,H,I,N,E,Top5
12871,GECKO,G,E,C,K,O,
12872,FARCE,F,A,R,C,E,
12873,SLUNG,S,L,U,N,G,Top5
12874,TIPSY,T,I,P,S,Y,
12875,METAL,M,E,T,A,L,Top5
12876,YIELD,Y,I,E,L,D,
12877,DELVE,D,E,L,V,E,
12878,BEING,B,E,I,N,G,Top5
12879,SCOUR,S,C,O,U,R,Top5
12880,GLASS,G,L,A,S,S,
12881,GAMER,G,A,M,E,R,
12882,SCRAP,S,C,R,A,P,Top5
12883,MONEY,M,O,N,E,Y,Top5
12884,HINGE,H,I,N,G,E,
12885,ALBUM,A,L,B,U,M,
12886,VOUCH,V,O,U,C,H,
12887,ASSET,A,S,S,E,T,
12888,TIARA,T,I,A,R,A,
12889,CREPT,C,R,E,P,T,Top5
12890,BAYOU,B,A,Y,O,U,Top5
12891,ATOLL,A,T,O,L,L,
12892,MANOR,M,A,N,O,R,Top5
12893,CREAK,C,R,E,A,K,Top5
12894,SHOWY,S,H,O,W,Y,Top5
12895,PHASE,P,H,A,S,E,Top5
12896,FROTH,F,R,O,T,H,
12897,DEPTH,D,E,P,T,H,
12898,GLOOM,G,L,O,O,M,
12899,FLOOD,F,L,O,O,D,
12900,TRAIT,T,R,A,I,T,
12901,GIRTH,G,I,R,T,H,
12902,PIETY,P,I,E,T,Y,Top5
12903,GOOSE,G,O,O,S,E,
12904,FLOAT,F,L,O,A,T,
12905,DONOR,D,O,N,O,R,
12906,ATONE,A,T,O,N,E,
12907,PRIMO,P,R,I,M,O,Top5
12908,APRON,A,P,R,O,N,
12909,BLOWN,B,L,O,W,N,Top5
12910,CACAO,C,A,C,A,O,Top5
12911,LOSER,L,O,S,E,R,
12912,INPUT,I,N,P,U,T,
12913,GLOAT,G,L,O,A,T,
12914,AWFUL,A,W,F,U,L,
12915,BRINK,B,R,I,N,K,Top5
12916,SMITE,S,M,I,T,E,Top5
12917,BEADY,B,E,A,D,Y,Top5
12918,RUSTY,R,U,S,T,Y,
12919,RETRO,R,E,T,R,O,
12920,DROLL,D,R,O,L,L,
12921,GAWKY,G,A,W,K,Y,
12922,HUTCH,H,U,T,C,H,
12923,PINTO,P,I,N,T,O,Top5
12924,EGRET,E,G,R,E,T,
12925,LILAC,L,I,L,A,C,
12926,SEVER,S,E,V,E,R,Top5
12927,FIELD,F,I,E,L,D,
12928,FLUFF,F,L,U,F,F,
12929,AGAPE,A,G,A,P,E,
12930,VOICE,V,O,I,C,E,
12931,STEAD,S,T,E,A,D,Top5
12932,BERTH,B,E,R,T,H,Top5
12933,MADAM,M,A,D,A,M,Top5
12934,NIGHT,N,I,G,H,T,
12935,BLAND,B,L,A,N,D,Top5
12936,LIVER,L,I,V,E,R,
12937,WEDGE,W,E,D,G,E,
12938,ROOMY,R,O,O,M,Y,
12939,WACKY,W,A,C,K,Y,
12940,FLOCK,F,L,O,C,K,
12941,ANGRY,A,N,G,R,Y,
12942,TRITE,T,R,I,T,E,
12943,APHID,A,P,H,I,D,
12944,TRYST,T,R,Y,S,T,
12945,MIDGE,M,I,D,G,E,Top5
12946,POWER,P,O,W,E,R,Top5
12947,ELOPE,E,L,O,P,E,
12948,CINCH,C,I,N,C,H,Top5
12949,MOTTO,M,O,T,T,O,Top5
12950,STOMP,S,T,O,M,P,Top5
12951,UPSET,U,P,S,E,T,
12952,BLUFF,B,L,U,F,F,Top5
12953,CRAMP,C,R,A,M,P,Top5
12954,QUART,Q,U,A,R,T,
12955,COYLY,C,O,Y,L,Y,Top5
12956,YOUTH,Y,O,U,T,H,
12957,RHYME,R,H,Y,M,E,
12958,BUGGY,B,U,G,G,Y,Top5
12959,ALIEN,A,L,I,E,N,
12960,SMEAR,S,M,E,A,R,Top5
12961,UNFIT,U,N,F,I,T,
12962,PATTY,P,A,T,T,Y,Top5
12963,CLING,C,L,I,N,G,Top5
12964,GLEAN,G,L,E,A,N,
12965,LABEL,L,A,B,E,L,
12966,HUNKY,H,U,N,K,Y,
12967,KHAKI,K,H,A,K,I,
12968,POKER,P,O,K,E,R,Top5
12969,GRUEL,G,R,U,E,L,
12970,TWICE,T,W,I,C,E,
12971,TWANG,T,W,A,N,G,
12972,SHRUG,S,H,R,U,G,Top5
12973,TREAT,T,R,E,A,T,
12974,WASTE,W,A,S,T,E,
12975,MERIT,M,E,R,I,T,Top5
12976,WOVEN,W,O,V,E,N,
12977,NEEDY,N,E,E,D,Y,
12978,CLOWN,C,L,O,W,N,Top5
12979,IRONY,I,R,O,N,Y,
12980,RUDER,R,U,D,E,R,
12981,GAUZE,G,A,U,Z,E,
12982,CHIEF,C,H,I,E,F,Top5
12983,ONSET,O,N,S,E,T,
12984,PRIZE,P,R,I,Z,E,Top5
12985,FUNGI,F,U,N,G,I,
12986,CHARM,C,H,A,R,M,Top5
12987,GULLY,G,U,L,L,Y,
12988,INTER,I,N,T,E,R,
12989,WHOOP,W,H,O,O,P,
12990,TAUNT,T,A,U,N,T,
12991,LEERY,L,E,E,R,Y,
12992,CLASS,C,L,A,S,S,Top5
12993,THEME,T,H,E,M,E,
12994,LOFTY,L,O,F,T,Y,
12995,TIBIA,T,I,B,I,A,
12996,BOOZE,B,O,O,Z,E,Top5
12997,ALPHA,A,L,P,H,A,
12998,THYME,T,H,Y,M,E,
12999,DOUBT,D,O,U,B,T,
13000,PARER,P,A,R,E,R,Top5
13001,CHUTE,C,H,U,T,E,Top5
13002,STICK,S,T,I,C,K,Top5
13003,TRICE,T,R,I,C,E,
13004,ALIKE,A,L,I,K,E,
13005,RECAP,R,E,C,A,P,
13006,SAINT,S,A,I,N,T,Top5
13007,GLORY,G,L,O,R,Y,
13008,GRATE,G,R,A,T,E,
13009,ADMIT,A,D,M,I,T,
13010,BRISK,B,R,I,S,K,Top5
13011,SOGGY,S,O,G,G,Y,Top5
13012,USURP,U,S,U,R,P,
13013,SCALD,S,C,A,L,D,Top5
13014,SCORN,S,C,O,R,N,Top5
13015,LEAVE,L,E,A,V,E,
13016,TWINE,T,W,I,N,E,
13017,STING,S,T,I,N,G,Top5
13018,BOUGH,B,O,U,G,H,Top5
13019,MARSH,M,A,R,S,H,Top5
13020,SLOTH,S,L,O,T,H,Top5
13021,DANDY,D,A,N,D,Y,
13022,VIGOR,V,I,G,O,R,
13023,HOWDY,H,O,W,D,Y,
13024,ENJOY,E,N,J,O,Y,
13025,VALID,V,A,L,I,D,
13026,IONIC,I,O,N,I,C,
13027,EQUAL,E,Q,U,A,L,
13028,FLOOR,F,L,O,O,R,
13029,CATCH,C,A,T,C,H,Top5
13030,SPADE,S,P,A,D,E,Top5
13031,STEIN,S,T,E,I,N,Top5
13032,EXIST,E,X,I,S,T,
13033,QUIRK,Q,U,I,R,K,
13034,DENIM,D,E,N,I,M,
13035,GROVE,G,R,O,V,E,
13036,SPIEL,S,P,I,E,L,Top5
13037,MUMMY,M,U,M,M,Y,Top5
13038,FAULT,F,A,U,L,T,
13039,FOGGY,F,O,G,G,Y,
13040,FLOUT,F,L,O,U,T,
13041,CARRY,C,A,R,R,Y,Top5
13042,SNEAK,S,N,E,A,K,Top5
13043,LIBEL,L,I,B,E,L,
13044,WALTZ,W,A,L,T,Z,
13045,APTLY,A,P,T,L,Y,
13046,PINEY,P,I,N,E,Y,Top5
13047,INEPT,I,N,E,P,T,
13048,ALOUD,A,L,O,U,D,
13049,PHOTO,P,H,O,T,O,Top5
13050,DREAM,D,R,E,A,M,
13051,STALE,S,T,A,L,E,Top5
13052,UNITE,U,N,I,T,E,
13053,SNARL,S,N,A,R,L,Top5
13054,BAKER,B,A,K,E,R,Top5
13055,THERE,T,H,E,R,E,
13056,GLYPH,G,L,Y,P,H,
13057,POOCH,P,O,O,C,H,Top5
13058,HIPPY,H,I,P,P,Y,
13059,SPELL,S,P,E,L,L,Top5
13060,FOLLY,F,O,L,L,Y,
13061,LOUSE,L,O,U,S,E,
13062,GULCH,G,U,L,C,H,
13063,VAULT,V,A,U,L,T,
13064,GODLY,G,O,D,L,Y,
13065,THREW,T,H,R,E,W,
13066,FLEET,F,L,E,E,T,
13067,GRAVE,G,R,A,V,E,
13068,INANE,I,N,A,N,E,
13069,SHOCK,S,H,O,C,K,Top5
13070,CRAVE,C,R,A,V,E,Top5
13071,SPITE,S,P,I,T,E,Top5
13072,VALVE,V,A,L,V,E,
13073,SKIMP,S,K,I,M,P,Top5
13074,CLAIM,C,L,A,I,M,Top5
13075,RAINY,R,A,I,N,Y,
13076,MUSTY,M,U,S,T,Y,Top5
13077,PIQUE,P,I,Q,U,E,Top5
13078,DADDY,D,A,D,D,Y,
13079,QUASI,Q,U,A,S,I,
13080,ARISE,A,R,I,S,E,
13081,AGING,A,G,I,N,G,
13082,VALET,V,A,L,E,T,
13083,OPIUM,O,P,I,U,M,
13084,AVERT,A,V,E,R,T,
13085,STUCK,S,T,U,C,K,Top5
13086,RECUT,R,E,C,U,T,
13087,MULCH,M,U,L,C,H,Top5
13088,GENRE,G,E,N,R,E,
13089,PLUME,P,L,U,M,E,Top5
13090,RIFLE,R,I,F,L,E,
13091,COUNT,C,O,U,N,T,Top5
13092,INCUR,I,N,C,U,R,
13093,TOTAL,T,O,T,A,L,
13094,WREST,W,R,E,S,T,
13095,MOCHA,M,O,C,H,A,Top5
13096,DETER,D,E,T,E,R,
13097,STUDY,S,T,U,D,Y,Top5
13098,LOVER,L,O,V,E,R,
13099,SAFER,S,A,F,E,R,Top5
13100,RIVET,R,I,V,E,T,
13101,FUNNY,F,U,N,N,Y,
13102,SMOKE,S,M,O,K,E,Top5
13103,MOUND,M,O,U,N,D,Top5
13104,UNDUE,U,N,D,U,E,
13105,SEDAN,S,E,D,A,N,Top5
13106,PAGAN,P,A,G,A,N,Top5
13107,SWINE,S,W,I,N,E,Top5
13108,GUILE,G,U,I,L,E,
13109,GUSTY,G,U,S,T,Y,
13110,EQUIP,E,Q,U,I,P,
13111,TOUGH,T,O,U,G,H,
13112,CANOE,C,A,N,O,E,Top5
13113,CHAOS,C,H,A,O,S,Top5
13114,COVET,C,O,V,E,T,Top5
13115,HUMAN,H,U,M,A,N,
13116,UDDER,U,D,D,E,R,
13117,LUNCH,L,U,N,C,H,
13118,BLAST,B,L,A,S,T,Top5
13119,STRAY,S,T,R,A,Y,Top5
13120,MANGA,M,A,N,G,A,Top5
13121,MELEE,M,E,L,E,E,Top5
13122,LEFTY,L,E,F,T,Y,
13123,QUICK,Q,U,I,C,K,
13124,PASTE,P,A,S,T,E,Top5
13125,GIVEN,G,I,V,E,N,
13126,OCTET,O,C,T,E,T,
13127,RISEN,R,I,S,E,N,
13128,GROAN,G,R,O,A,N,
13129,LEAKY,L,E,A,K,Y,
13130,GRIND,G,R,I,N,D,
13131,CARVE,C,A,R,V,E,Top5
13132,LOOSE,L,O,O,S,E,
13133,SADLY,S,A,D,L,Y,Top5
13134,SPILT,S,P,I,L,T,Top5
13135,APPLE,A,P,P,L,E,
13136,SLACK,S,L,A,C,K,Top5
13137,HONEY,H,O,N,E,Y,
13138,FINAL,F,I,N,A,L,
13139,SHEEN,S,H,E,E,N,Top5
13140,EERIE,E,E,R,I,E,
13141,MINTY,M,I,N,T,Y,Top5
13142,SLICK,S,L,I,C,K,Top5
13143,DERBY,D,E,R,B,Y,
13144,WHARF,W,H,A,R,F,
13145,SPELT,S,P,E,L,T,Top5
13146,COACH,C,O,A,C,H,Top5
13147,ERUPT,E,R,U,P,T,
13148,SINGE,S,I,N,G,E,Top5
13149,PRICE,P,R,I,C,E,Top5
13150,SPAWN,S,P,A,W,N,Top5
13151,FAIRY,F,A,I,R,Y,
13152,JIFFY,J,I,F,F,Y,
13153,FILMY,F,I,L,M,Y,
13154,STACK,S,T,A,C,K,Top5
13155,CHOSE,C,H,O,S,E,Top5
13156,SLEEP,S,L,E,E,P,Top5
13157,ARDOR,A,R,D,O,R,
13158,NANNY,N,A,N,N,Y,
13159,NIECE,N,I,E,C,E,
13160,WOOZY,W,O,O,Z,Y,
13161,HANDY,H,A,N,D,Y,
13162,GRACE,G,R,A,C,E,
13163,DITTO,D,I,T,T,O,
13164,STANK,S,T,A,N,K,Top5
13165,CREAM,C,R,E,A,M,Top5
13166,USUAL,U,S,U,A,L,
13167,DIODE,D,I,O,D,E,
13168,VALOR,V,A,L,O,R,
13169,ANGLE,A,N,G,L,E,
13170,NINJA,N,I,N,J,A,
13171,MUDDY,M,U,D,D,Y,Top5
13172,CHASE,C,H,A,S,E,Top5
13173,REPLY,R,E,P,L,Y,
13174,PRONE,P,R,O,N,E,Top5
13175,SPOIL,S,P,O,I,L,Top5
13176,HEART,H,E,A,R,T,
13177,SHADE,S,H,A,D,E,Top5
13178,DINER,D,I,N,E,R,
13179,ARSON,A,R,S,O,N,
13180,ONION,O,N,I,O,N,
13181,SLEET,S,L,E,E,T,Top5
13182,DOWEL,D,O,W,E,L,
13183,COUCH,C,O,U,C,H,Top5
13184,PALSY,P,A,L,S,Y,Top5
13185,BOWEL,B,O,W,E,L,Top5
13186,SMILE,S,M,I,L,E,Top5
13187,EVOKE,E,V,O,K,E,
13188,CREEK,C,R,E,E,K,Top5
13189,LANCE,L,A,N,C,E,
13190,EAGLE,E,A,G,L,E,
13191,IDIOT,I,D,I,O,T,
13192,SIREN,S,I,R,E,N,Top5
13193,BUILT,B,U,I,L,T,Top5
13194,EMBED,E,M,B,E,D,
13195,AWARD,A,W,A,R,D,
13196,DROSS,D,R,O,S,S,
13197,ANNUL,A,N,N,U,L,
13198,GOODY,G,O,O,D,Y,
13199,FROWN,F,R,O,W,N,
13200,PATIO,P,A,T,I,O,Top5
13201,LADEN,L,A,D,E,N,
13202,HUMID,H,U,M,I,D,
13203,ELITE,E,L,I,T,E,
13204,LYMPH,L,Y,M,P,H,
13205,EDIFY,E,D,I,F,Y,
13206,MIGHT,M,I,G,H,T,Top5
13207,RESET,R,E,S,E,T,
13208,VISIT,V,I,S,I,T,
13209,GUSTO,G,U,S,T,O,
13210,PURSE,P,U,R,S,E,Top5
13211,VAPOR,V,A,P,O,R,
13212,CROCK,C,R,O,C,K,Top5
13213,WRITE,W,R,I,T,E,
13214,SUNNY,S,U,N,N,Y,Top5
13215,LOATH,L,O,A,T,H,
13216,CHAFF,C,H,A,F,F,Top5
13217,SLIDE,S,L,I,D,E,Top5
13218,QUEER,Q,U,E,E,R,
13219,VENOM,V,E,N,O,M,
13220,STAMP,S,T,A,M,P,Top5
13221,SORRY,S,O,R,R,Y,Top5
13222,STILL,S,T,I,L,L,Top5
13223,ACORN,A,C,O,R,N,
13224,APING,A,P,I,N,G,
13225,PUSHY,P,U,S,H,Y,Top5
13226,TAMER,T,A,M,E,R,
13227,HATER,H,A,T,E,R,
13228,MANIA,M,A,N,I,A,Top5
13229,AWOKE,A,W,O,K,E,
13230,BRAWN,B,R,A,W,N,Top5
13231,SWIFT,S,W,I,F,T,Top5
13232,EXILE,E,X,I,L,E,
13233,BIRCH,B,I,R,C,H,Top5
13234,LUCKY,L,U,C,K,Y,
13235,FREER,F,R,E,E,R,
13236,RISKY,R,I,S,K,Y,
13237,GHOST,G,H,O,S,T,
13238,PLIER,P,L,I,E,R,Top5
13239,LUNAR,L,U,N,A,R,
13240,WINCH,W,I,N,C,H,
13241,SNARE,S,N,A,R,E,Top5
13242,NURSE,N,U,R,S,E,
13243,HOUSE,H,O,U,S,E,
13244,BORAX,B,O,R,A,X,Top5
13245,NICER,N,I,C,E,R,
13246,LURCH,L,U,R,C,H,
13247,EXALT,E,X,A,L,T,
13248,ABOUT,A,B,O,U,T,
13249,SAVVY,S,A,V,V,Y,Top5
13250,TOXIN,T,O,X,I,N,
13251,TUNIC,T,U,N,I,C,
13252,PRIED,P,R,I,E,D,Top5
13253,INLAY,I,N,L,A,Y,
13254,CHUMP,C,H,U,M,P,Top5
13255,LANKY,L,A,N,K,Y,
13256,CRESS,C,R,E,S,S,Top5
13257,EATER,E,A,T,E,R,
13258,ELUDE,E,L,U,D,E,
13259,CYCLE,C,Y,C,L,E,Top5
13260,KITTY,K,I,T,T,Y,
13261,BOULE,B,O,U,L,E,Top5
13262,MORON,M,O,R,O,N,Top5
13263,TENET,T,E,N,E,T,
13264,PLACE,P,L,A,C,E,Top5
13265,LOBBY,L,O,B,B,Y,
13266,PLUSH,P,L,U,S,H,Top5
13267,VIGIL,V,I,G,I,L,
13268,INDEX,I,N,D,E,X,
13269,BLINK,B,L,I,N,K,Top5
13270,CLUNG,C,L,U,N,G,Top5
13271,QUALM,Q,U,A,L,M,
13272,CROUP,C,R,O,U,P,Top5
13273,CLINK,C,L,I,N,K,Top5
13274,JUICY,J,U,I,C,Y,
13275,STAGE,S,T,A,G,E,Top5
13276,DECAY,D,E,C,A,Y,
13277,NERVE,N,E,R,V,E,
13278,FLIER,F,L,I,E,R,
13279,SHAFT,S,H,A,F,T,Top5
13280,CROOK,C,R,O,O,K,Top5
13281,CLEAN,C,L,E,A,N,Top5
13282,CHINA,C,H,I,N,A,Top5
13283,RIDGE,R,I,D,G,E,
13284,VOWEL,V,O,W,E,L,
13285,GNOME,G,N,O,M,E,
13286,SNUCK,S,N,U,C,K,Top5
13287,ICING,I,C,I,N,G,
13288,SPINY,S,P,I,N,Y,Top5
13289,RIGOR,R,I,G,O,R,
13290,SNAIL,S,N,A,I,L,Top5
13291,FLOWN,F,L,O,W,N,
13292,RABID,R,A,B,I,D,
13293,PROSE,P,R,O,S,E,Top5
13294,THANK,T,H,A,N,K,
13295,POPPY,P,O,P,P,Y,Top5
13296,BUDGE,B,U,D,G,E,Top5
13297,FIBER,F,I,B,E,R,
13298,MOLDY,M,O,L,D,Y,Top5
13299,DOWDY,D,O,W,D,Y,
13300,KNEEL,K,N,E,E,L,
13301,TRACK,T,R,A,C,K,
13302,CADDY,C,A,D,D,Y,Top5
13303,QUELL,Q,U,E,L,L,
13304,DUMPY,D,U,M,P,Y,
13305,PALER,P,A,L,E,R,Top5
13306,SWORE,S,W,O,R,E,Top5
13307,REBAR,R,E,B,A,R,
13308,SCUBA,S,C,U,B,A,Top5
13309,SPLAT,S,P,L,A,T,Top5
13310,FLYER,F,L,Y,E,R,
13311,HORNY,H,O,R,N,Y,
13312,MASON,M,A,S,O,N,Top5
13313,DOING,D,O,I,N,G,
13314,OZONE,O,Z,O,N,E,
13315,AMPLY,A,M,P,L,Y,
13316,MOLAR,M,O,L,A,R,Top5
13317,OVARY,O,V,A,R,Y,
13318,BESET,B,E,S,E,T,Top5
13319,QUEUE,Q,U,E,U,E,
13320,CLIFF,C,L,I,F,F,Top5
13321,MAGIC,M,A,G,I,C,Top5
13322,TRUCE,T,R,U,C,E,
13323,SPORT,S,P,O,R,T,Top5
13324,FRITZ,F,R,I,T,Z,
13325,EDICT,E,D,I,C,T,
13326,TWIRL,T,W,I,R,L,
13327,VERSE,V,E,R,S,E,
13328,LLAMA,L,L,A,M,A,
13329,EATEN,E,A,T,E,N,
13330,RANGE,R,A,N,G,E,
13331,WHISK,W,H,I,S,K,
13332,HOVEL,H,O,V,E,L,
13333,REHAB,R,E,H,A,B,
13334,MACAW,M,A,C,A,W,Top5
13335,SIGMA,S,I,G,M,A,Top5
13336,SPOUT,S,P,O,U,T,Top5
13337,VERVE,V,E,R,V,E,
13338,SUSHI,S,U,S,H,I,Top5
13339,DYING,D,Y,I,N,G,
13340,FETID,F,E,T,I,D,
13341,BRAIN,B,R,A,I,N,Top5
13342,BUDDY,B,U,D,D,Y,Top5
13343,THUMP,T,H,U,M,P,
13344,SCION,S,C,I,O,N,Top5
13345,CANDY,C,A,N,D,Y,Top5
13346,CHORD,C,H,O,R,D,Top5
13347,BASIN,B,A,S,I,N,Top5
13348,MARCH,M,A,R,C,H,Top5
13349,CROWD,C,R,O,W,D,Top5
13350,ARBOR,A,R,B,O,R,
13351,GAYLY,G,A,Y,L,Y,
13352,MUSKY,M,U,S,K,Y,Top5
13353,STAIN,S,T,A,I,N,Top5
13354,DALLY,D,A,L,L,Y,
13355,BLESS,B,L,E,S,S,Top5
13356,BRAVO,B,R,A,V,O,Top5
13357,STUNG,S,T,U,N,G,Top5
13358,TITLE,T,I,T,L,E,
13359,RULER,R,U,L,E,R,
13360,KIOSK,K,I,O,S,K,
13361,BLOND,B,L,O,N,D,Top5
13362,ENNUI,E,N,N,U,I,
13363,LAYER,L,A,Y,E,R,
13364,FLUID,F,L,U,I,D,
13365,TATTY,T,A,T,T,Y,
13366,SCORE,S,C,O,R,E,Top5
13367,CUTIE,C,U,T,I,E,Top5
13368,ZEBRA,Z,E,B,R,A,
13369,BARGE,B,A,R,G,E,Top5
